data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2023-10-31 01:58:47.327180;4488;VIACAO ALTO PETROPOLIS LTDA;IRN0363;M. BENZ;OF 1722M                                          ;2011-01-11;2010.0;DIESEL
2023-10-31 01:58:47.327180;1098;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0J33;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2162;VIACAO TERESOPOLIS CAVALHADA LTDA;IRO1390;M. BENZ;OF 1722M                                          ;2011-01-22;2010.0;DIESEL
2023-10-31 01:58:47.327180;4305;VIACAO ESTORIL LTDA;ISJ1632;M. BENZ;O-500M                                            ;2011-10-07;2011.0;DIESEL
2023-10-31 01:58:47.327180;1053;TRANSPORTES COLETIVOS TREVO LTDA;ISM2641;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;1128;TRANSPORTES COLETIVOS TREVO LTDA;ISM2646;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;6162;AUTO VIACAO NAVEGANTES LTDA;IUI2667;M. BENZ;OF 1721                                           ;2013-05-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;3131;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV3060;M. BENZ;O500MA                                            ;2012-12-12;2012.0;DIESEL
2023-10-31 01:58:47.327180;2224;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3408;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;755;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3859;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;3501;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQM4J53;M. BENZ;OF 1722M                                          ;2010-01-27;2009.0;DIESEL
2023-10-31 01:58:47.327180;3132;SUDESTE TRANSPORTES COLETIVOS LTDA;ITW5244;M. BENZ;O500MA                                            ;2012-12-21;2012.0;DIESEL
2023-10-31 01:58:47.327180;1015;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5356;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;6722;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5430;M. BENZ;OF 1722M                                          ;2011-06-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;785;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5439;M. BENZ;O-500M                                            ;2012-03-21;2011.0;DIESEL
2023-10-31 01:58:47.327180;2007;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5573;M. BENZ;O-500M                                            ;2009-09-11;2009.0;DIESEL
2023-10-31 01:58:47.327180;6453;NORTRAN TRANSPORTES COLETIVOS LTDA;;;;;;
2023-10-31 01:58:47.327180;1034;TRANSPORTES COLETIVOS TREVO LTDA;IRM0164;M. BENZ;OF 1722M                                          ;2010-12-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;703;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0939;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;4306;VIACAO ESTORIL LTDA;ISJ1625;M. BENZ;O-500M                                            ;2011-10-07;2011.0;DIESEL
2023-10-31 01:58:47.327180;4016;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IRO1645;M. BENZ;OF 1722M                                          ;2011-01-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;3089;SUDESTE TRANSPORTES COLETIVOS LTDA;IRB2472;M. BENZ;O-500M                                            ;2010-08-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;1158;TRANSPORTES COLETIVOS TREVO LTDA;ISM2648;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;720;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3932;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;3090;SUDESTE TRANSPORTES COLETIVOS LTDA;IRI0157;M. BENZ;O500MA                                            ;2010-11-24;2010.0;DIESEL
2023-10-31 01:58:47.327180;6435;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0318;M. BENZ;OF 1722                                           ;2012-07-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;1138;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0953;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;1186;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1040;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;4520;VIACAO ALTO PETROPOLIS LTDA;IPH1845;M. BENZ;OF 1722M                                          ;2008-11-06;2008.0;DIESEL
2023-10-31 01:58:47.327180;2499;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D81;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;756;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3858;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;753;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I62;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;734;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3921;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;3509;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQM4A65;M. BENZ;OF 1722M                                          ;2010-01-27;2009.0;DIESEL
2023-10-31 01:58:47.327180;4496;VIACAO ALTO PETROPOLIS LTDA;ITT6207;M. BENZ;O-500M                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;3080;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6496;M. BENZ;O-500M                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;1013;TRANSPORTES COLETIVOS TREVO LTDA;ITE6875;M. BENZ;OF 1722                                           ;2012-06-19;2011.0;DIESEL
2023-10-31 01:58:47.327180;6497;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB6985;M. BENZ;OF 1722M                                          ;2010-09-03;2010.0;DIESEL
2023-10-31 01:58:47.327180;1011;TRANSPORTES COLETIVOS TREVO LTDA;IRL7266;M. BENZ;OF 1722M                                          ;2010-12-23;2010.0;DIESEL
2023-10-31 01:58:47.327180;2182;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7440;M. BENZ;OF 1722M                                          ;2012-02-15;2011.0;DIESEL
2023-10-31 01:58:47.327180;4021;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQB7588;M. BENZ;O-500M                                            ;2009-08-31;2009.0;DIESEL
2023-10-31 01:58:47.327180;823;COMPANHIA CARRIS PORTO ALEGRENSE;IWI7665;VOLVO                                             ;B340MA                                            ;2015-02-19;2014.0;DIESEL
2023-10-31 01:58:47.327180;2313;VIACAO BELEM NOVO LTDA;ITF7670;M. BENZ;OF 1722                                           ;2012-06-28;2011.0;DIESEL
2023-10-31 01:58:47.327180;2187;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8182;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;2059;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8226;M. BENZ;O-500M                                            ;2011-12-29;2011.0;DIESEL
2023-10-31 01:58:47.327180;2016;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8277;M. BENZ;O-500M                                            ;2011-12-29;2011.0;DIESEL
2023-10-31 01:58:47.327180;6675;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8936;M. BENZ;OF 1722                                           ;2011-10-05;2011.0;DIESEL
2023-10-31 01:58:47.327180;6461;NORTRAN TRANSPORTES COLETIVOS LTDA;ITM9220;M. BENZ;OF 1721                                           ;2012-09-03;2012.0;DIESEL
2023-10-31 01:58:47.327180;6105;AUTO VIACAO NAVEGANTES LTDA;ISL4523;M. BENZ;OF 1722                                           ;2011-11-08;2011.0;DIESEL
2023-10-31 01:58:47.327180;814;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4534;VOLVO                                             ;B340M                                             ;2012-12-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6808;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITU4756;M. BENZ;OF 1721                                           ;2012-12-04;2012.0;DIESEL
2023-10-31 01:58:47.327180;6135;AUTO VIACAO NAVEGANTES LTDA;ISN0775;M. BENZ;OF 1722                                           ;2011-11-21;2011.0;DIESEL
2023-10-31 01:58:47.327180;1065;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0916;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;1141;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0962;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;6707;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1338;M. BENZ;O-500M                                            ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;6485;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1530;M. BENZ;OF 1722                                           ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;851;COMPANHIA CARRIS PORTO ALEGRENSE;IWJ2118;VOLVO                                             ;B290R                                             ;2015-02-28;2014.0;DIESEL
2023-10-31 01:58:47.327180;2400;RESTINGA TRANSPORTES COLETIVOS LTDA;ITR2400;M. BENZ;O500 U                                            ;2011-06-30;2010.0;DIESEL
2023-10-31 01:58:47.327180;1049;TRANSPORTES COLETIVOS TREVO LTDA;ISM2638;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;1077;TRANSPORTES COLETIVOS TREVO LTDA;ISM2642;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;3069;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2881;M. BENZ;O-500M                                            ;2009-09-10;2009.0;DIESEL
2023-10-31 01:58:47.327180;2496;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3385;M. BENZ;O 500                                             ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2108;VIACAO TERESOPOLIS CAVALHADA LTDA;ISE3447;M. BENZ;OF 1722                                           ;2011-08-13;2011.0;
2023-10-31 01:58:47.327180;2394;VIACAO BELEM NOVO LTDA;IRJ3803;M. BENZ;OF 1722M                                          ;2010-12-02;2010.0;DIESEL
2023-10-31 01:58:47.327180;770;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3860;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;769;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3867;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;773;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3885;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;2167;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4079;M. BENZ;OF 1722                                           ;2011-08-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;780;COMPANHIA CARRIS PORTO ALEGRENSE;IRA4C73;M. BENZ;O500 U                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;777;COMPANHIA CARRIS PORTO ALEGRENSE;IRA4279;M. BENZ;O500 U                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;2301;VIACAO BELEM NOVO LTDA;IPI4715;M. BENZ;OF 1721                                           ;2008-11-27;2008.0;DIESEL
2023-10-31 01:58:47.327180;2387;VIACAO BELEM NOVO LTDA;ITG5007;M. BENZ;OF 1722                                           ;2011-12-31;2011.0;DIESEL
2023-10-31 01:58:47.327180;682;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5836;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;6651;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;;;;;;
2023-10-31 01:58:47.327180;4014;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;ITU0053;M. BENZ;O500MA                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;711;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0931;VOLVO                                             ;B7R                                               ;2010-02-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;706;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0947;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;4514;VIACAO ALTO PETROPOLIS LTDA;IOC0950;M. BENZ;OF 1722M                                          ;2007-09-13;2007.0;DIESEL
2023-10-31 01:58:47.327180;712;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0J89;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;6487;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1583;M. BENZ;OF 1722                                           ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;2195;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2788;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;745;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3672;M. BENZ;O-500M                                            ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;767;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3872;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;730;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3I82;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;1196;TRANSPORTES COLETIVOS TREVO LTDA;;;;;;
2023-10-31 01:58:47.327180;1153;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0999;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;822;COMPANHIA CARRIS PORTO ALEGRENSE;IWO1476;VOLVO                                             ;B340MA                                            ;2015-05-23;2014.0;DIESEL
2023-10-31 01:58:47.327180;2137;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2230;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;4332;VIACAO ESTORIL LTDA;IRM2497;M. BENZ;OF 1722M                                          ;2010-12-30;2010.0;DIESEL
2023-10-31 01:58:47.327180;3095;SUDESTE TRANSPORTES COLETIVOS LTDA;IVQ2577;SCANIA                                            ;K310                                              ;2014-06-23;2013.0;DIESEL
2023-10-31 01:58:47.327180;1188;TRANSPORTES COLETIVOS TREVO LTDA;ISM2654;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;757;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I51;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;760;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I53;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;768;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3863;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;723;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3928;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;2465;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ4C32;M. BENZ;OF 1722M                                          ;2009-12-11;2009.0;DIESEL
2023-10-31 01:58:47.327180;4498;VIACAO ALTO PETROPOLIS LTDA;ITT6B93;M. BENZ;OF 1721                                           ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;842;COMPANHIA CARRIS PORTO ALEGRENSE;IWK6365;VOLVO                                             ;B290R                                             ;2015-03-24;2014.0;DIESEL
2023-10-31 01:58:47.327180;3115;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6896;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;6488;NORTRAN TRANSPORTES COLETIVOS LTDA;IUP7044;M. BENZ;OF 1721                                           ;2013-08-15;2013.0;DIESEL
2023-10-31 01:58:47.327180;2136;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8185;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;1090;TRANSPORTES COLETIVOS TREVO LTDA;ISM8194;M. BENZ;OF 1722                                           ;2011-11-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;6433;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0280;M. BENZ;OF 1722                                           ;2012-07-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;671;COMPANHIA CARRIS PORTO ALEGRENSE;IQK0929;VOLVO                                             ;B7R                                               ;2010-01-07;2009.0;DIESEL
2023-10-31 01:58:47.327180;1104;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0937;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;713;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0951;VOLVO                                             ;B7R                                               ;2010-02-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;3513;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IRN1053;M. BENZ;O 500                                             ;2011-01-07;2010.0;DIESEL
2023-10-31 01:58:47.327180;2466;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1749;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2359;VIACAO BELEM NOVO LTDA;ISP3278;M. BENZ;OF 1722                                           ;2011-12-14;2011.0;DIESEL
2023-10-31 01:58:47.327180;744;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3680;M. BENZ;O-500M                                            ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;739;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3894;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;719;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3I95;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;729;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3930;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;805;COMPANHIA CARRIS PORTO ALEGRENSE;ISW4011;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;4410;VIACAO ALTO PETROPOLIS LTDA;IQD4535;M. BENZ;O-500M                                            ;2009-09-23;2009.0;DIESEL
2023-10-31 01:58:47.327180;2455;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4943;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;783;COMPANHIA CARRIS PORTO ALEGRENSE;IRA5225;M. BENZ;O500 U                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;1061;TRANSPORTES COLETIVOS TREVO LTDA;ISP5C46;M. BENZ;O500MA                                            ;2011-12-15;2011.0;DIESEL
2023-10-31 01:58:47.327180;798;COMPANHIA CARRIS PORTO ALEGRENSE;ITA5395;M. BENZ;O-500M                                            ;2012-04-27;2011.0;DIESEL
2023-10-31 01:58:47.327180;6742;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5446;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;2042;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5602;M. BENZ;O-500M                                            ;2009-09-11;2009.0;DIESEL
2023-10-31 01:58:47.327180;677;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5854;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;672;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5861;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;3125;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0872;M. BENZ;O-500M                                            ;2012-12-08;2012.0;DIESEL
2023-10-31 01:58:47.327180;2467;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1715;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;3078;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2873;M. BENZ;O-500M                                            ;2009-09-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;6112;AUTO VIACAO NAVEGANTES LTDA;ISR3208;M. BENZ;O-500M                                            ;2012-01-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;748;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3868;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;3525;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;ISS3998;M. BENZ;OH 1622                                           ;2012-01-18;2011.0;DIESEL
2023-10-31 01:58:47.327180;2305;VIACAO BELEM NOVO LTDA;;;;;;
2023-10-31 01:58:47.327180;2383;VIACAO BELEM NOVO LTDA;ISO1097;M. BENZ;OF 1722                                           ;2011-12-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;3102;SUDESTE TRANSPORTES COLETIVOS LTDA;ISQ2150;VW                                       ;17230                                             ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;3083;SUDESTE TRANSPORTES COLETIVOS LTDA;IRB2474;M. BENZ;O-500M                                            ;2010-08-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;6155;AUTO VIACAO NAVEGANTES LTDA;IUI3174;M. BENZ;OF 1721                                           ;2013-05-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;2409;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3389;M. BENZ;O500MA                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2408;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D91;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2181;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3409;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;2104;VIACAO TERESOPOLIS CAVALHADA LTDA;ISE3434;M. BENZ;OF 1722                                           ;2011-08-13;2011.0;DIESEL
2023-10-31 01:58:47.327180;772;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I54;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;725;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3968;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;1185;TRANSPORTES COLETIVOS TREVO LTDA;IQJ4353;M. BENZ;OF 1722M                                          ;2009-12-14;2009.0;DIESEL
2023-10-31 01:58:47.327180;3088;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6497;M. BENZ;O-500M                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;831;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6762;VOLVO                                             ;B340MA                                            ;2015-02-14;2014.0;DIESEL
2023-10-31 01:58:47.327180;3119;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6863;M. BENZ;O-500M                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;1054;TRANSPORTES COLETIVOS TREVO LTDA;ITE6I65;M. BENZ;OF 1722                                           ;2012-06-19;2011.0;DIESEL
2023-10-31 01:58:47.327180;685;COMPANHIA CARRIS PORTO ALEGRENSE;IQD7417;VOLVO                                             ;B7R                                               ;2009-09-25;2009.0;DIESEL
2023-10-31 01:58:47.327180;1099;TRANSPORTES COLETIVOS TREVO LTDA;ISM8196;M. BENZ;OF 1722                                           ;2011-11-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;2009;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8265;M. BENZ;O-500M                                            ;2011-12-29;2011.0;DIESEL
2023-10-31 01:58:47.327180;2413;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ8C69;M. BENZ;O 500                                             ;2010-12-02;2010.0;DIESEL
2023-10-31 01:58:47.327180;4315;VIACAO ESTORIL LTDA;ISN8815;M. BENZ;O-500M                                            ;2011-11-30;2011.0;DIESEL
2023-10-31 01:58:47.327180;2327;VIACAO BELEM NOVO LTDA;ITW8872;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;2206;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4064;M. BENZ;OF 1722                                           ;2011-08-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;6434;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0271;M. BENZ;OF 1722                                           ;2012-07-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;3096;SUDESTE TRANSPORTES COLETIVOS LTDA;IRN0477;M. BENZ;OF 1722M                                          ;2011-01-07;2010.0;DIESEL
2023-10-31 01:58:47.327180;2050;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRQ0594;M. BENZ;O-500M                                            ;2011-02-19;2010.0;DIESEL
2023-10-31 01:58:47.327180;3108;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO0872;M. BENZ;O-500M                                            ;2011-12-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;6483;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1536;M. BENZ;OF 1722                                           ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;2468;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1759;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;854;COMPANHIA CARRIS PORTO ALEGRENSE;IWP2770;VOLVO                                             ;B290R                                             ;2015-06-13;2014.0;DIESEL
2023-10-31 01:58:47.327180;2228;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2H89;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;804;COMPANHIA CARRIS PORTO ALEGRENSE;ISW3548;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;741;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3664;M. BENZ;O-500M                                            ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;765;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3881;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;764;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3902;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;2004;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQE3904;M. BENZ;O-500M                                            ;2009-10-01;2009.0;DIESEL
2023-10-31 01:58:47.327180;728;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3935;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
