data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2023-10-31 01:58:47.327180;2450;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0994;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1071;TRANSPORTES COLETIVOS TREVO LTDA;IXC1037;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3526;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IXC1147;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3301;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1369;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2194;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9452;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;6402;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW3337;M. BENZ;OF 1721                                           ;2018-10-30;2018.0;DIESEL
2023-10-31 01:58:47.327180;3302;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1104;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6607;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1170;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6681;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1194;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3314;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1312;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4508;VIACAO ALTO PETROPOLIS LTDA;IXC1430;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4812;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1604;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;6132;AUTO VIACAO NAVEGANTES LTDA;IXC1791;M. BENZ;OF 1721                                           ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;1221;TRANSPORTES COLETIVOS TREVO LTDA;IXC1957;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;2337;VIACAO BELEM NOVO LTDA;IZP9D69;M. BENZ;OF 1721                                           ;2019-10-15;2019.0;DIESEL
2023-10-31 01:58:47.327180;15;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I89;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;30;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I69;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;25;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B55;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;6687;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXE3358;VW                                       ;17280;2016-04-05;2015.0;DIESEL
2023-10-31 01:58:47.327180;6569;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1078;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;6642;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2B48;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;2486;RESTINGA TRANSPORTES COLETIVOS LTDA;IZP9D88;VW                                       ;17230                                             ;2019-10-15;2019.0;DIESEL
2023-10-31 01:58:47.327180;77;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B56;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;67;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J43;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;6626;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBP4G20;M. BENZ;OF 1721                                           ;2022-07-05;2022.0;DIESEL
2023-10-31 01:58:47.327180;2111;VIACAO TERESOPOLIS CAVALHADA LTDA;JBS5B31;M. BENZ;OF 1721                                           ;2022-08-19;2022.0;DIESEL
2023-10-31 01:58:47.327180;6697;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2E38;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;3344;SUDESTE TRANSPORTES COLETIVOS LTDA;IZQ5A06;M. BENZ;OF1519;2019-10-25;2019.0;DIESEL
2023-10-31 01:58:47.327180;56;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8D96;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;95;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8G58;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;6639;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBP4G45;M. BENZ;OF 1721                                           ;2022-07-05;2022.0;DIESEL
2023-10-31 01:58:47.327180;3355;SUDESTE TRANSPORTES COLETIVOS LTDA;JBS4F23;M. BENZ;OF 1721                                           ;2022-09-06;2022.0;DIESEL
2023-10-31 01:58:47.327180;3354;SUDESTE TRANSPORTES COLETIVOS LTDA;JBS4E77;M. BENZ;OF 1721                                           ;2022-09-06;2022.0;DIESEL
2023-10-31 01:58:47.327180;6184;AUTO VIACAO NAVEGANTES LTDA;JBS7B78;M. BENZ;OF 1721                                           ;2022-10-06;2022.0;DIESEL
2023-10-31 01:58:47.327180;6728;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBT8D75;M. BENZ;OF 1721L;2023-01-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;2124;VIACAO TERESOPOLIS CAVALHADA LTDA;JBU9J87;M. BENZ;OF 1721L;2023-02-22;2022.0;DIESEL
2023-10-31 01:58:47.327180;6664;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JCD9B55;Mercedes Benz;OF1619;2023-08-22;2023.0;DIESEL
2023-10-31 01:58:47.327180;92;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8E61;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;6634;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBP4G74;M. BENZ;OF 1721                                           ;2022-07-05;2022.0;DIESEL
2023-10-31 01:58:47.327180;6440;NORTRAN TRANSPORTES COLETIVOS LTDA;JBT7F57;M. BENZ;OF1519;2023-01-17;2022.0;DIESEL
2023-10-31 01:58:47.327180;6441;NORTRAN TRANSPORTES COLETIVOS LTDA;JBT7D73;M. BENZ;OF1519;2023-01-17;2022.0;DIESEL
2023-10-31 01:58:47.327180;3505;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;JBU3A88;M. BENZ;OF 1721                                           ;2023-02-01;2022.0;DIESEL
2023-10-31 01:58:47.327180;6480;NORTRAN TRANSPORTES COLETIVOS LTDA;JCF2A58;M. BENZ;OF 1721L;2023-08-15;2023.0;DIESEL
2023-10-31 01:58:47.327180;6720;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JCF6D52;M. BENZ;OF 1721L;2023-06-07;2023.0;DIESEL
2023-10-31 01:58:47.327180;2234;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2615;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;2157;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9288;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;6130;AUTO VIACAO NAVEGANTES LTDA;IZO5J27;M. BENZ;OF 1721L;2019-09-25;2019.0;DIESEL
2023-10-31 01:58:47.327180;19;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I83;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;42;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H91;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;52;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D45;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;27;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B46;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;2;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B83;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;4336;VIACAO ESTORIL LTDA;IXC3097;M. BENZ;O-500M                                            ;2016-02-18;2015.0;DIESEL
2023-10-31 01:58:47.327180;2342;VIACAO BELEM NOVO LTDA;IXB9613;M. BENZ;OF 1721                                           ;2016-02-11;2015.0;DIESEL
2023-10-31 01:58:47.327180;2237;VIACAO TERESOPOLIS CAVALHADA LTDA;IXF0811;M. BENZ;OF 1721                                           ;2016-04-22;2015.0;DIESEL
2023-10-31 01:58:47.327180;6492;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1867;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6771;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2059;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6619;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C18;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;6423;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0F16;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;18;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I26;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;37;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H82;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;50;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I71;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;62;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I37;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;6515;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E31;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;4832;AUTO VIACAO PRESIDENTE VARGAS LTDA;JBR3H42;VW                                       ;15190;2022-05-13;2022.0;DIESEL
2023-10-31 01:58:47.327180;4414;VIACAO ALTO PETROPOLIS LTDA;JBS4G77;M. BENZ;OF 1721                                           ;2022-12-22;2022.0;DIESEL
2023-10-31 01:58:47.327180;3356;SUDESTE TRANSPORTES COLETIVOS LTDA;JBS6G18;M. BENZ;OF 1721                                           ;2022-10-19;2022.0;DIESEL
2023-10-31 01:58:47.327180;2119;VIACAO TERESOPOLIS CAVALHADA LTDA;JBT0J76;M. BENZ;OF 1721                                           ;2022-09-22;2022.0;DIESEL
2023-10-31 01:58:47.327180;2126;VIACAO TERESOPOLIS CAVALHADA LTDA;JBU9J98;M. BENZ;OF 1721L;2023-02-22;2022.0;DIESEL
2023-10-31 01:58:47.327180;1193;TRANSPORTES COLETIVOS TREVO LTDA;JCD9B93;M. BENZ;OF 1721L;2023-08-22;2023.0;DIESEL
2023-10-31 01:58:47.327180;34;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B85;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;84;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8D68;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;81;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8D80;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;88;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8E73;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;72;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8G52;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;82;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J38;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;54;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J19;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;6588;NORTRAN TRANSPORTES COLETIVOS LTDA;JBJ4A15;M. BENZ;OF 1721                                           ;2022-01-06;2021.0;DIESEL
2023-10-31 01:58:47.327180;6643;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBP4G59;M. BENZ;OF 1721                                           ;2022-07-05;2022.0;DIESEL
2023-10-31 01:58:47.327180;3359;SUDESTE TRANSPORTES COLETIVOS LTDA;JBS6B57;M. BENZ;OF 1721                                           ;2022-10-20;2022.0;DIESEL
2023-10-31 01:58:47.327180;6709;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBS9A68;M. BENZ;OF 1721                                           ;2022-12-21;2022.0;DIESEL
2023-10-31 01:58:47.327180;6700;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBS9B95;M. BENZ;OF 1721                                           ;2022-09-21;2022.0;DIESEL
2023-10-31 01:58:47.327180;6735;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBT9A57;M. BENZ;OF 1721L;2023-01-20;2022.0;DIESEL
2023-10-31 01:58:47.327180;4855;AUTO VIACAO PRESIDENTE VARGAS LTDA;JBV2C09;M. BENZ;OF1519;2023-02-27;2022.0;DIESEL
2023-10-31 01:58:47.327180;3365;SUDESTE TRANSPORTES COLETIVOS LTDA;JBX4D74;M. BENZ;OF 1721                                           ;2023-04-13;2022.0;DIESEL
2023-10-31 01:58:47.327180;6725;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBY6J22;M. BENZ;OF 1721                                           ;2023-05-12;2022.0;DIESEL
2023-10-31 01:58:47.327180;6673;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JCD9B36;M. BENZ;OF 1721L;2023-08-22;2023.0;DIESEL
2023-10-31 01:58:47.327180;6665;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JCF2C94;Mercedes Benz;OF1619;2023-05-12;2023.0;DIESEL
2023-10-31 01:58:47.327180;1070;TRANSPORTES COLETIVOS TREVO LTDA;JBS4B36;M. BENZ;OF 1721                                           ;2022-09-29;2022.0;DIESEL
2023-10-31 01:58:47.327180;4421;VIACAO ALTO PETROPOLIS LTDA;JBS4H83;M. BENZ;OF 1721                                           ;2022-09-23;2022.0;DIESEL
2023-10-31 01:58:47.327180;6721;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBS9A45;M. BENZ;OF 1721                                           ;2022-09-21;2022.0;DIESEL
2023-10-31 01:58:47.327180;6705;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JCD9B67;M. BENZ;OF 1721L;2023-08-22;2023.0;DIESEL
2023-10-31 01:58:47.327180;6446;NORTRAN TRANSPORTES COLETIVOS LTDA;JCF8E65;M. BENZ;OF 1619;2023-09-28;2023.0;DIESEL
2023-10-31 01:58:47.327180;61;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J30;M. BENZ;OF 1721L;2020-08-17;2020.0;DIESEL
2023-10-31 01:58:47.327180;3362;SUDESTE TRANSPORTES COLETIVOS LTDA;JBX4D78;M. BENZ;OF 1721                                           ;2023-04-13;2022.0;DIESEL
2023-10-31 01:58:47.327180;4818;AUTO VIACAO PRESIDENTE VARGAS LTDA;JCC0G85;VW                                       ;17230                                             ;2023-07-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;2420;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1002;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2453;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1005;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3310;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1287;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4506;VIACAO ALTO PETROPOLIS LTDA;IXC1415;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4411;VIACAO ALTO PETROPOLIS LTDA;IXC1451;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4503;VIACAO ALTO PETROPOLIS LTDA;IXC1484;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6763;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2715;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;4340;VIACAO ESTORIL LTDA;IXC3076;M. BENZ;O500 U                                            ;2016-02-18;2015.0;DIESEL
2023-10-31 01:58:47.327180;2418;RESTINGA TRANSPORTES COLETIVOS LTDA;IXB9414;M. BENZ;O500MA                                            ;2016-02-10;2015.0;DIESEL
2023-10-31 01:58:47.327180;6532;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1865;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6641;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2056;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6618;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2F54;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;1171;TRANSPORTES COLETIVOS TREVO LTDA;IXC1034;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6608;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1229;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4440;VIACAO ALTO PETROPOLIS LTDA;IXC1491;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4802;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1589;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;1177;TRANSPORTES COLETIVOS TREVO LTDA;IXC1934;M. BENZ;O-500M                                            ;2016-02-16;2015.0;DIESEL
2023-10-31 01:58:47.327180;2158;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9291;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;2339;VIACAO BELEM NOVO LTDA;IXB9586;M. BENZ;OF 1721                                           ;2016-02-11;2015.0;DIESEL
2023-10-31 01:58:47.327180;6699;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXE3356;VW                                       ;17280;2016-04-05;2015.0;DIESEL
2023-10-31 01:58:47.327180;6568;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1225;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;6637;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C25;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;6422;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E88;M. BENZ;OF 1721L;2019-10-16;2019.0;DIESEL
2023-10-31 01:58:47.327180;21;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D32;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;89;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B42;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;2233;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2614;M. BENZ;O500MA                                            ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;4337;VIACAO ESTORIL LTDA;IXC3057;M. BENZ;O500 U                                            ;2016-02-18;2015.0;DIESEL
2023-10-31 01:58:47.327180;2156;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9286;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;2419;RESTINGA TRANSPORTES COLETIVOS LTDA;IXB9E10;M. BENZ;O500MA                                            ;2016-02-10;2015.0;DIESEL
2023-10-31 01:58:47.327180;2168;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9458;M. BENZ;O-500M                                            ;2016-02-13;2015.0;DIESEL
2023-10-31 01:58:47.327180;6154;AUTO VIACAO NAVEGANTES LTDA;IYW2128;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6403;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1866;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6401;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1861;M. BENZ;OF 1721                                           ;2018-10-29;2018.0;DIESEL
2023-10-31 01:58:47.327180;6128;AUTO VIACAO NAVEGANTES LTDA;IZO5J85;M. BENZ;OF 1721L;2019-09-25;2019.0;DIESEL
2023-10-31 01:58:47.327180;2190;VIACAO TERESOPOLIS CAVALHADA LTDA;IZQ1A77;M. BENZ;O-500M                                            ;2019-10-17;2019.0;DIESEL
2023-10-31 01:58:47.327180;47;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D97;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;91;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B75;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;49;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8G72;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;3350;SUDESTE TRANSPORTES COLETIVOS LTDA;JBJ3G19;M. BENZ;LO 712                                            ;2022-06-21;2021.0;DIESEL
2023-10-31 01:58:47.327180;6622;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C07;M. BENZ;OF 1721L;2019-10-02;2019.0;DIESEL
2023-10-31 01:58:47.327180;3;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I12;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;39;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I40;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;38;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B67;M. BENZ;OF 1721L;2020-07-29;2020.0;DIESEL
2023-10-31 01:58:47.327180;6589;NORTRAN TRANSPORTES COLETIVOS LTDA;JBJ4A25;M. BENZ;OF 1721L;2022-06-22;2021.0;DIESEL
2023-10-31 01:58:47.327180;6587;NORTRAN TRANSPORTES COLETIVOS LTDA;JBJ4A30;M. BENZ;OF 1721                                           ;2022-01-06;2021.0;DIESEL
2023-10-31 01:58:47.327180;2476;RESTINGA TRANSPORTES COLETIVOS LTDA;JBR1C37;VW                                       ;17230                                             ;2022-08-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;6690;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;JBR2I55;M. BENZ;OF 1721                                           ;2022-08-23;2022.0;DIESEL
2023-10-31 01:58:47.327180;1122;TRANSPORTES COLETIVOS TREVO LTDA;JBT0C97;M. BENZ;OF 1721                                           ;2022-10-31;2022.0;DIESEL
2023-10-31 01:58:47.327180;87;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8E58;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;79;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8G78;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;83;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J61;M. BENZ;OF 1721L;2020-08-14;2020.0;DIESEL
2023-10-31 01:58:47.327180;2471;RESTINGA TRANSPORTES COLETIVOS LTDA;JBR3D90;VW                                       ;17230                                             ;2022-08-18;2022.0;DIESEL
2023-10-31 01:58:47.327180;4828;AUTO VIACAO PRESIDENTE VARGAS LTDA;JBR3H58;VW                                       ;15190;2022-05-13;2022.0;DIESEL
2023-10-31 01:58:47.327180;2151;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC0810;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2446;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0874;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3337;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0913;M. BENZ;O500 U                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6405;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0817;VW                                       ;17230                                             ;2016-02-17;2015.0;DIESEL
2023-10-31 01:58:47.327180;6581;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0840;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3340;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0945;M. BENZ;O500MA                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;1164;TRANSPORTES COLETIVOS TREVO LTDA;IXC0J46;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;2431;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0971;VW                                       ;17230                                             ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;3300;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0985;M. BENZ;OF 1721                                           ;2016-02-19;2015.0;DIESEL
2023-10-31 01:58:47.327180;6762;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1135;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6753;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1146;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;6754;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1219;M. BENZ;O-500M                                            ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4402;VIACAO ALTO PETROPOLIS LTDA;IXC1465;M. BENZ;OF 1721                                           ;2016-02-15;2015.0;DIESEL
2023-10-31 01:58:47.327180;4823;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1740;M. BENZ;OF 1721                                           ;2016-02-16;2015.0;DIESEL
